Ave_close,Ave_open,CostPercentOfTxVol,DATE,Franc_Can_Conversion_rate,Franc_Can_Reciprocal_rate,Franc_EUR_Conversion_rate,Franc_Euro_Reciprocal_rate,Franc_GBP_Conversion_rate,Franc_GBP_Reciprocal_rate,Franc_USD_Conversion_rate,Franc_USD_Reciprocal_rate,should_have_bought
106.7746667,106.2393333,2.391529119,6/21/2013,1.1192,0.8935,0.8152,1.2267,0.6953,1.4382,1.069,0.9355,FALSE
103.1563367,103.3996767,2.303440616,6/24/2013,1.1268,0.8875,0.8174,1.2235,0.6946,1.4397,1.0699,0.9347,FALSE
99.26534333,102.8370067,2.570738613,6/25/2013,1.1197,0.8931,0.8143,1.2281,0.6908,1.4475,1.0651,0.9389,TRUE
99.73311,99.43465333,3.021732915,6/26/2013,1.1097,0.9011,0.8151,1.2269,0.6914,1.4463,1.06,0.9434,TRUE
100.2563333,99.80333333,3.006821608,6/27/2013,1.1073,0.9031,0.8117,1.2319,0.6936,1.4418,1.0566,0.9464,FALSE
97.83892667,100.2496633,2.495275305,6/28/2013,1.1124,0.899,0.8134,1.2294,0.6958,1.4372,1.0582,0.945,TRUE
92.41566667,91.093,1.805479167,7/1/2013,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,FALSE
84.51933333,92.37196,1.525226217,7/2/2013,1.1093,0.9015,0.8094,1.2356,0.6944,1.44,1.0535,0.9492,TRUE
87.97666667,84.15266667,1.660471748,7/3/2013,1.1103,0.9007,0.8113,1.2325,0.6913,1.4465,1.0551,0.9478,FALSE
77.82266667,87.82635667,1.310736178,7/4/2013,1.0984,0.9104,0.8088,1.2363,0.6932,1.4426,1.0448,0.9571,TRUE
79.70766333,77.64333667,1.305179396,7/5/2013,1.098,0.9107,0.8097,1.235,0.6969,1.435,1.039,0.9625,TRUE
74.82,67.16768667,2.469627659,7/8/2013,1.0967,0.9118,0.8062,1.2404,0.6945,1.44,1.037,0.9643,FALSE
74.49967667,74.48966667,1.591605861,7/9/2013,1.0814,0.9247,0.804,1.2439,0.6922,1.4446,1.027,0.9737,TRUE
74.65266667,74.24667,1.325308093,7/10/2013,1.0855,0.9212,0.804,1.2439,0.6915,1.4461,1.0327,0.9683,TRUE
84.79333333,74.49566667,2.369105836,7/11/2013,1.0937,0.9143,0.8069,1.2393,0.696,1.4367,1.0527,0.9499,TRUE
86.20633667,84.83282667,1.262289403,7/12/2013,1.0974,0.9112,0.8094,1.2355,0.6991,1.4305,1.056,0.947,FALSE
90.78295333,93.00733333,2.850710615,7/15/2013,1.0949,0.9133,0.8064,1.2401,0.6969,1.4348,1.0515,0.951,TRUE
94.65676,90.54999667,1.842950377,7/16/2013,1.104,0.9058,0.8086,1.2367,0.7028,1.4228,1.0628,0.9409,FALSE
92.41666667,94.65333,1.165259074,7/17/2013,1.1055,0.9046,0.8099,1.2347,0.6984,1.4318,1.0604,0.943,TRUE
92.82300667,92.377,1.309282929,7/18/2013,1.098,0.9107,0.8077,1.2381,0.6952,1.4384,1.0562,0.9468,FALSE
86.27229667,92.98600667,1.49490829,7/19/2013,1.1022,0.9073,0.8094,1.2355,0.6971,1.4346,1.0636,0.9402,TRUE
87.24166667,86.31666,2.00552643,7/22/2013,1.1047,0.9052,0.8101,1.2345,0.6956,1.4377,1.0687,0.9357,FALSE
87.20033333,87.17,1.184080027,7/23/2013,1.0999,0.9092,0.808,1.2377,0.6953,1.4383,1.0674,0.9368,TRUE
89.50617,87.23033333,1.644517494,7/24/2013,1.1009,0.9083,0.8082,1.2374,0.6958,1.4373,1.069,0.9354,TRUE
90.12633,89.49051667,1.894539672,7/25/2013,1.1016,0.9078,0.8095,1.2354,0.6987,1.4312,1.0713,0.9335,TRUE
92,90.12333333,2.196006863,7/26/2013,1.1078,0.9027,0.8112,1.2327,0.7005,1.4275,1.0765,0.929,TRUE
93.66336,90.08666667,2.324024837,7/29/2013,1.1023,0.9072,0.81,1.2345,0.6996,1.4294,1.0743,0.9309,TRUE
95.358,93.66669333,2.724486578,7/30/2013,1.1068,0.9035,0.8105,1.2337,0.7054,1.4176,1.0753,0.93,TRUE
100.4972933,99.74789,1.955885437,8/1/2013,1.1053,0.9047,0.809,1.2361,0.706,1.4164,1.0692,0.9353,FALSE
98.45667667,100.32697,2.941828201,8/2/2013,1.1171,0.8952,0.8109,1.2332,0.7043,1.4199,1.076,0.9294,TRUE
98.61966667,98.39433333,3.097827218,8/5/2013,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,TRUE
100.3300033,98.65333333,2.937797919,8/6/2013,1.1198,0.893,0.8116,1.2322,0.7022,1.4242,1.0789,0.9269,TRUE
100.5221367,100.1880067,3.003197288,8/7/2013,1.1292,0.8856,0.8135,1.2293,0.6989,1.4307,1.0841,0.9224,FALSE
100.1799767,100.5254667,3.790828825,8/8/2013,1.1253,0.8887,0.8121,1.2314,0.6991,1.4305,1.0875,0.9196,FALSE
97.23433333,100.18664,3.877663303,8/9/2013,1.1172,0.8951,0.8129,1.2301,0.6993,1.4299,1.0843,0.9222,TRUE
97.40833333,96.48366333,2.593473108,8/12/2013,1.1134,0.8981,0.8122,1.2312,0.6988,1.4311,1.0813,0.9248,TRUE
100.91,99.08499667,2.062874977,8/14/2013,1.1034,0.9063,0.8065,1.24,0.6883,1.4528,1.069,0.9355,TRUE
103.1190167,100.7083967,2.228211065,8/15/2013,1.1077,0.9028,0.8077,1.2381,0.688,1.4536,1.0713,0.9335,FALSE
101.4643233,103.1183533,2.70918925,8/16/2013,1.1159,0.8961,0.8097,1.235,0.6906,1.448,1.0787,0.9271,TRUE
103.1773333,103.1556667,5.149355111,8/19/2013,1.1176,0.8948,0.8102,1.2343,0.6904,1.4484,1.0815,0.9247,TRUE
106.8173433,103.202,3.104550833,8/20/2013,1.1304,0.8846,0.8115,1.2322,0.6949,1.439,1.0894,0.9179,TRUE
109.72367,106.9833333,2.389860799,8/21/2013,1.1336,0.8821,0.812,1.2315,0.6924,1.4442,1.0855,0.9212,TRUE
113.6466733,109.7233433,2.998380688,8/22/2013,1.1381,0.8787,0.8103,1.2341,0.6949,1.439,1.0827,0.9236,FALSE
112.7066467,114.10832,3.163799941,8/23/2013,1.1418,0.8758,0.8109,1.2332,0.6971,1.4345,1.0859,0.9209,TRUE
114.8436733,111.69085,2.910596499,8/26/2013,1.1392,0.8778,0.8105,1.2338,0.696,1.4367,1.0835,0.9229,FALSE
113.4670733,114.8436667,2.243463264,8/27/2013,1.1432,0.8747,0.8131,1.2299,0.701,1.4265,1.0885,0.9187,TRUE
121.4683333,113.4466667,2.233750822,8/28/2013,1.1377,0.879,0.8137,1.2289,0.6988,1.431,1.0846,0.922,FALSE
121.2674467,120.6933533,3.070014274,8/30/2013,1.133,0.8826,0.8136,1.2291,0.6942,1.4406,1.0736,0.9314,TRUE
134.3573433,130.6,4.301296273,9/2/2013,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,FALSE
132.9746667,134.3540167,2.892488905,9/3/2013,1.125,0.8889,0.8114,1.2324,0.6871,1.4553,1.0681,0.9363,FALSE
132.7263333,132.7,2.250387621,9/4/2013,1.1202,0.8927,0.8089,1.2363,0.6832,1.4637,1.0687,0.9357,FALSE
123.938,132.733,2.010597423,9/5/2013,1.1125,0.8989,0.8076,1.2382,0.6795,1.4716,1.0595,0.9438,FALSE
123.5800067,123.6943333,3.651904327,9/6/2013,1.1073,0.9031,0.8095,1.2353,0.6818,1.4668,1.0657,0.9383,FALSE
120.03167,122.0653333,3.848610207,9/9/2013,1.1129,0.8986,0.8097,1.235,0.6828,1.4645,1.0736,0.9314,TRUE
124.51,120.14934,3.135325766,9/10/2013,1.1083,0.9023,0.807,1.2392,0.6803,1.47,1.0701,0.9345,TRUE
124.8947867,124.9013333,3.585163815,9/11/2013,1.1099,0.901,0.8073,1.2387,0.6793,1.4721,1.0737,0.9313,TRUE
131.2166667,124.7204533,3.51804583,9/12/2013,1.1112,0.8999,0.8087,1.2365,0.6808,1.469,1.0767,0.9287,FALSE
129.6916633,131.1963333,3.870232225,9/13/2013,1.1096,0.9012,0.8083,1.2372,0.6765,1.4781,1.073,0.932,TRUE
129.0867333,128.3307567,3.403802186,9/16/2013,1.1143,0.8974,0.8092,1.2358,0.6783,1.4744,1.0802,0.9258,TRUE
129.8961267,129.12,3.280320067,9/17/2013,1.1106,0.9004,0.808,1.2376,0.6787,1.4733,1.0792,0.9266,TRUE
130.19067,129.7633333,2.536323788,9/18/2013,1.1135,0.8981,0.8088,1.2364,0.6764,1.4784,1.0798,0.9261,TRUE
130.8347933,130.3500067,2.272514703,9/19/2013,1.1233,0.8902,0.8112,1.2327,0.684,1.4619,1.0973,0.9113,FALSE
126.6611233,130.8041133,3.268550044,9/20/2013,1.1299,0.885,0.8122,1.2312,0.6856,1.4586,1.0984,0.9104,TRUE
126.32267,126.36265,3.455692116,9/23/2013,1.1286,0.8861,0.8135,1.2293,0.6844,1.4612,1.0975,0.9111,FALSE
125.6386667,126.6183333,2.357655248,9/24/2013,1.1295,0.8853,0.8134,1.2295,0.6855,1.4588,1.0971,0.9115,TRUE
126.7909333,125.6986667,3.002669603,9/25/2013,1.1334,0.8823,0.8134,1.2294,0.6847,1.4605,1.1009,0.9083,TRUE
126.938,126.75166,2.696775709,9/26/2013,1.1334,0.8823,0.8144,1.2279,0.6859,1.458,1.0981,0.9106,TRUE
128.2296733,126.95845,2.741322714,9/27/2013,1.1382,0.8786,0.8163,1.225,0.6849,1.46,1.105,0.9049,TRUE
131.3150067,130.8633333,2.9131193,9/30/2013,1.1375,0.8791,0.8172,1.2237,0.6836,1.4628,1.106,0.9042,FALSE
130.3818333,131.3316733,2.292280406,10/1/2013,1.1401,0.8771,0.8152,1.2266,0.6808,1.4689,1.1034,0.9063,TRUE
130.459,130.84374,1.506281773,10/2/2013,1.1458,0.8728,0.8159,1.2256,0.6836,1.4628,1.109,0.9017,FALSE
116.9406667,130.4243333,1.558344248,10/3/2013,1.1505,0.8692,0.817,1.224,0.6894,1.4506,1.1145,0.8973,TRUE
118.50575,111.642,2.890492702,10/4/2013,1.1386,0.8783,0.8133,1.2295,0.6876,1.4544,1.1048,0.9051,TRUE
127.5530067,127.2342467,2.564651126,10/9/2013,1.1419,0.8757,0.8129,1.2302,0.6889,1.4516,1.0983,0.9105,TRUE
129.755,128.0033267,3.102676488,10/10/2013,1.1406,0.8767,0.8116,1.2321,0.6877,1.4541,1.0985,0.9103,TRUE
130.28371,129.5250033,2.820989856,10/11/2013,1.1408,0.8766,0.8102,1.2343,0.689,1.4514,1.0985,0.9103,TRUE
136.3376667,131.7226533,3.715367255,10/14/2013,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,TRUE
139.4566767,136.341,3.456285108,10/15/2013,1.1329,0.8827,0.8095,1.2353,0.6839,1.4623,1.0924,0.9154,TRUE
146.2796667,139.1861667,2.674764868,10/16/2013,1.129,0.8857,0.8091,1.236,0.6862,1.4572,1.0913,0.9163,FALSE
141.6133333,146.276,2.52799826,10/17/2013,1.1392,0.8778,0.8107,1.2335,0.6852,1.4594,1.1076,0.9028,TRUE
147.40667,141.5400033,1.638025986,10/18/2013,1.1413,0.8762,0.8102,1.2342,0.6856,1.4586,1.1095,0.9013,TRUE
170.4946667,167.8650133,3.330428061,10/21/2013,1.1417,0.8759,0.811,1.233,0.6866,1.4564,1.1088,0.9019,TRUE
181.4296667,170.498,1.42501452,10/22/2013,1.149,0.8703,0.811,1.2331,0.6888,1.4518,1.1173,0.895,TRUE
193.8566667,181.2483333,2.972786983,10/23/2013,1.1643,0.8589,0.8133,1.2296,0.6934,1.4421,1.1211,0.892,TRUE
203.4766667,194.2127633,2.103223898,10/24/2013,1.1689,0.8555,0.8121,1.2313,0.693,1.4431,1.1216,0.8916,FALSE
195.2416667,210.9633233,1.424979126,10/25/2013,1.1696,0.855,0.8114,1.2325,0.6927,1.4436,1.1192,0.8935,TRUE
195.9967,180.5618767,3.845438479,10/28/2013,1.1663,0.8574,0.81,1.2345,0.6922,1.4446,1.1166,0.8956,TRUE
197.5066667,196.4896667,1.414134005,10/29/2013,1.1628,0.86,0.8085,1.2369,0.6933,1.4425,1.1133,0.8983,TRUE
206.23,197.6733333,2.962664476,10/30/2013,1.1666,0.8572,0.8103,1.2342,0.694,1.441,1.1157,0.8963,FALSE
199.693,205.754,3.528393422,10/31/2013,1.1516,0.8684,0.8123,1.2311,0.6873,1.4549,1.1042,0.9056,TRUE
204.2164667,198.6966667,3.187091173,11/1/2013,1.1446,0.8737,0.8127,1.2305,0.6884,1.4526,1.096,0.9124,TRUE
214.3033367,205.3536667,2.57902814,11/4/2013,1.1436,0.8744,0.8124,1.2308,0.6885,1.4524,1.098,0.9107,TRUE
229.63713,214.5366667,1.211379642,11/5/2013,1.1447,0.8736,0.8135,1.2293,0.6829,1.4643,1.0956,0.9127,TRUE
243.8047433,229.4934633,1.623289242,11/6/2013,1.1432,0.8747,0.811,1.233,0.6824,1.4654,1.0972,0.9114,TRUE
254.6156667,243.9544667,1.383083238,11/7/2013,1.1369,0.8796,0.8131,1.2298,0.6776,1.4758,1.0888,0.9185,TRUE
294.1563333,275.7063333,1.058839211,11/8/2013,1.1372,0.8794,0.8119,1.2317,0.678,1.4749,1.0844,0.9222,FALSE
320.44367,345.886,2.76463452,11/11/2013,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,TRUE
342.744,321.9774,2.085192881,11/12/2013,1.1444,0.8738,0.8115,1.2323,0.6847,1.4605,1.0897,0.9177,TRUE
359.6523333,342.6506633,2.125410272,11/13/2013,1.1436,0.8744,0.8119,1.2317,0.6814,1.4675,1.0925,0.9154,TRUE
407.79333,359.63001,1.523228231,11/14/2013,1.147,0.8718,0.8113,1.2325,0.6797,1.4712,1.0927,0.9152,TRUE
418.7866667,413.88033,1.790806109,11/15/2013,1.1426,0.8752,0.8105,1.2338,0.6783,1.4743,1.0926,0.9153,TRUE
495.62697,438.6551633,1.31394068,11/18/2013,1.1431,0.8748,0.8109,1.2331,0.6805,1.4694,1.0963,0.9122,TRUE
711.5030233,495.8673333,0.924239043,11/19/2013,1.1482,0.8709,0.811,1.2331,0.681,1.4684,1.0971,0.9115,FALSE
575.62625,711.31669,1.284553061,11/20/2013,1.1403,0.877,0.8116,1.2321,0.6761,1.4792,1.0917,0.916,TRUE
594.33,574.7203367,1.302946033,11/21/2013,1.1486,0.8706,0.8116,1.2321,0.6768,1.4775,1.0933,0.9147,TRUE
719.7986167,591.7463367,0.635769224,11/22/2013,1.1613,0.8611,0.8137,1.229,0.68,1.4705,1.1023,0.9072,FALSE
764.6833333,798.0463333,2.627742784,11/25/2013,1.1565,0.8647,0.8116,1.2322,0.6787,1.4733,1.0958,0.9126,TRUE
797.293,764.6665533,1.451763772,11/26/2013,1.1613,0.8611,0.8124,1.2309,0.6804,1.4698,1.1011,0.9082,TRUE
925.4333367,795.3146667,1.264348266,11/27/2013,1.1654,0.8581,0.811,1.2331,0.6762,1.4789,1.1,0.9091,TRUE
992.6600333,922.551,1.156474098,11/28/2013,1.169,0.8554,0.8115,1.2323,0.6753,1.4808,1.1036,0.9062,TRUE
1025.616667,995.3077167,1.311551433,11/29/2013,1.1716,0.8535,0.8125,1.2307,0.6752,1.4811,1.1054,0.9047,FALSE
945.86564,1125.48,1.937236103,12/2/2013,1.1714,0.8537,0.8129,1.2302,0.6731,1.4857,1.1016,0.9078,TRUE
1041.385503,946.0033333,2.850997504,12/3/2013,1.1807,0.847,0.814,1.2285,0.6746,1.4823,1.1074,0.903,TRUE
1069.166667,1039.021333,2.599834968,12/4/2013,1.1817,0.8462,0.8151,1.2269,0.6756,1.4801,1.1048,0.9051,TRUE
1148.655,1069.166667,1.67009899,12/5/2013,1.185,0.8439,0.8152,1.2267,0.6822,1.4657,1.1139,0.8977,FALSE
1040.768167,1145.835,1.702039616,12/6/2013,1.1928,0.8384,0.8172,1.2238,0.6852,1.4595,1.1186,0.8939,TRUE
792.1666667,695.5171867,4.465376421,12/9/2013,1.1937,0.8377,0.8173,1.2235,0.6839,1.4622,1.1218,0.8914,TRUE
899.13,794.9933333,3.167738707,12/10/2013,1.1967,0.8356,0.8184,1.2219,0.6859,1.4578,1.1265,0.8877,TRUE
990.9516667,896.7066667,2.243745693,12/11/2013,1.1977,0.8349,0.8184,1.2218,0.689,1.4514,1.1292,0.8856,FALSE
884.8476667,987.85667,3.8188231,12/12/2013,1.1953,0.8366,0.8168,1.2243,0.6881,1.4534,1.1233,0.8902,FALSE
877.0733,880.68301,3.633650716,12/13/2013,1.1899,0.8404,0.8184,1.222,0.6894,1.4506,1.1231,0.8904,TRUE
881.88,865.9,2.867857651,12/16/2013,1.1914,0.8393,0.8188,1.2213,0.6906,1.448,1.1264,0.8878,FALSE
713.6666667,880.3213333,1.969453942,12/17/2013,1.1962,0.836,0.82,1.2194,0.6937,1.4416,1.1274,0.887,FALSE
682.9066667,713.167,1.53602969,12/18/2013,1.1997,0.8335,0.8187,1.2214,0.6877,1.454,1.127,0.8873,FALSE
521.201,683.218,2.241784716,12/19/2013,1.1912,0.8395,0.8164,1.2248,0.6812,1.4681,1.1158,0.8962,TRUE
699.3299967,520.4033333,2.520920254,12/20/2013,1.193,0.8382,0.817,1.2241,0.683,1.4641,1.117,0.8952,TRUE
618.7803333,606.5416667,2.996196561,12/23/2013,1.1856,0.8435,0.8162,1.2252,0.6837,1.4626,1.1182,0.8943,TRUE
672.77502,618.7799933,3.217882539,12/24/2013,1.185,0.8439,0.816,1.2255,0.6817,1.4669,1.1159,0.8961,FALSE
668.7933333,673.99333,1.480763477,12/25/2013,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,TRUE
687.11,666.8106667,5.261383348,12/26/2013,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,TRUE
764.137,687.0866667,3.806886598,12/27/2013,1.2029,0.8313,0.817,1.224,0.682,1.4664,1.1245,0.8893,TRUE
744.9986667,731.2753333,3.959077712,12/30/2013,1.2001,0.8333,0.8165,1.2248,0.6828,1.4646,1.1279,0.8866,TRUE
756.7959867,746.002,4.166517839,12/31/2013,1.1945,0.8372,0.8151,1.2269,0.6777,1.4757,1.1231,0.8904,FALSE
756.1683433,755.4619733,6.099053554,1/1/2014,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,TRUE
771.6316667,756.1700067,4.452612611,1/2/2014,1.1817,0.8462,0.813,1.23,0.676,1.4792,1.1114,0.8998,TRUE
808.0636667,768.2890333,2.198515414,1/3/2014,1.1735,0.8522,0.8127,1.2305,0.6732,1.4855,1.1056,0.9045,TRUE
941.3333333,860.72999,2.561404881,1/6/2014,1.1795,0.8478,0.8115,1.2322,0.6743,1.4829,1.1066,0.9037,TRUE
952.3796633,941.099,4.027971592,1/7/2014,1.1821,0.846,0.8082,1.2374,0.6702,1.4921,1.1004,0.9087,FALSE
807.8133333,951.2266667,3.581839894,1/8/2014,1.1869,0.8425,0.8086,1.2367,0.6674,1.4983,1.0986,0.9103,TRUE
861.2083333,807.3,5.641952466,1/9/2014,1.1942,0.8374,0.8098,1.2349,0.6687,1.4955,1.1005,0.9086,FALSE
861.1533333,859.3766667,6.465856643,1/10/2014,1.2085,0.8275,0.8103,1.2342,0.6721,1.4878,1.107,0.9034,FALSE
874.3503333,930.2933367,5.604315918,1/13/2014,1.2043,0.8304,0.812,1.2316,0.6765,1.4781,1.108,0.9025,FALSE
856.9760333,871.68,3.812947239,1/14/2014,1.2137,0.8239,0.8114,1.2325,0.6748,1.4818,1.11,0.9009,FALSE
829.7119933,835.3498467,4.378488387,1/30/2014,1.2353,0.8095,0.8161,1.2253,0.6707,1.4909,1.1058,0.9043,FALSE
846.4833333,854.98,8.315143756,2/3/2014,1.2286,0.8139,0.8203,1.2191,0.6803,1.47,1.1092,0.9015,FALSE
843.50133,846.5813367,4.073500544,2/4/2014,1.2213,0.8188,0.818,1.2225,0.6778,1.4754,1.1047,0.9052,FALSE
823.4266667,843.3266633,3.072683249,2/5/2014,1.2277,0.8145,0.8181,1.2224,0.6782,1.4745,1.1059,0.9042,FALSE
785.9489967,822.8200033,1.980293516,2/6/2014,1.2305,0.8127,0.8174,1.2233,0.6804,1.4698,1.112,0.8993,FALSE
705.5393933,785.3266667,2.774340899,2/7/2014,1.2252,0.8162,0.8169,1.2242,0.6783,1.4742,1.112,0.8993,TRUE
